State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Mizoram,Rainy,Medium,47503,"Flight: 4435 INR, Train: 1762 INR",Local Cuisine: 962 INR per day,Homestay: 4908 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Boating",High,3.7/5,Summer,Mizo,Very Safe,No,Art Exhibitions
Manipur,Pleasant,Medium,35604,"Car Rental: 1905 INR, Flight: 3753 INR, Bus: 470 INR",Local Cuisine: 1615 INR per day,Luxury Resort: 2070 INR per night,"Loktak Lake, Kangla Fort",Trekking,Moderate,3.9/5,Winter,Manipuri,Moderately Safe,No,Art Exhibitions
Meghalaya,Pleasant,Low,13654,"Bus: 653 INR, Train: 1000 INR, Flight: 3710 INR, Car Rental: 2903 INR",Local Cuisine: 1680 INR per day,Homestay: 1884 INR per night,"Cherrapunji, Living Root Bridges","Boating, Wildlife Safari, Cultural Tours",High,4.0/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Local Traditions
Meghalaya,Chilly,Medium,25251,"Train: 1020 INR, Bus: 259 INR",Local Cuisine: 731 INR per day,3-star: 4573 INR per night,"Cherrapunji, Living Root Bridges","Boating, Wildlife Safari",Low,3.9/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions
Arunachal Pradesh,Sunny,Medium,42580,"Train: 581 INR, Car Rental: 1978 INR",Local Cuisine: 1440 INR per day,Luxury Resort: 3945 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Wildlife Safari",Moderate,4.0/5,Monsoon,"Hindi, English",Moderately Safe,Yes,Art Exhibitions
Tripura,Rainy,Low,7866,"Flight: 6787 INR, Bus: 700 INR, Train: 540 INR, Car Rental: 2560 INR",Local Cuisine: 1153 INR per day,3-star: 2935 INR per night,"Neermahal, Ujjayanta Palace","Boating, Wildlife Safari, Cultural Tours",High,4.2/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Festival
Assam,Pleasant,High,17186,"Train: 694 INR, Flight: 3580 INR, Bus: 526 INR",Local Cuisine: 773 INR per day,3-star: 1917 INR per night,"Majuli Island, Kaziranga National Park","Wildlife Safari, Boating",Moderate,4.8/5,Summer,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Tripura,Pleasant,Low,10695,"Flight: 4855 INR, Train: 1683 INR, Bus: 264 INR",Local Cuisine: 513 INR per day,Homestay: 1165 INR per night,"Neermahal, Ujjayanta Palace","River Rafting, Boating",Moderate,4.9/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Sunny,Medium,16795,"Train: 824 INR, Car Rental: 1939 INR, Flight: 3547 INR",Local Cuisine: 779 INR per day,Homestay: 3602 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, Trekking",Moderate,4.2/5,Monsoon,Mizo,Very Safe,No,Art Exhibitions
Manipur,Rainy,High,28238,"Car Rental: 2640 INR, Train: 1836 INR",Local Cuisine: 692 INR per day,Homestay: 2932 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Wildlife Safari",High,4.6/5,Winter,Manipuri,Moderately Safe,Yes,Local Traditions
Tripura,Rainy,Medium,43830,"Train: 1422 INR, Car Rental: 2525 INR",Local Cuisine: 597 INR per day,3-star: 3570 INR per night,"Ujjayanta Palace, Neermahal","Trekking, River Rafting",Moderate,3.5/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,Low,39347,"Bus: 986 INR, Train: 1071 INR, Flight: 3657 INR, Car Rental: 1395 INR",Local Cuisine: 1613 INR per day,Luxury Resort: 3938 INR per night,"Living Root Bridges, Cherrapunji",Boating,Moderate,4.6/5,Winter,"Khasi, Garo",Moderately Safe,Yes,Art Exhibitions
Mizoram,Chilly,High,36436,"Flight: 3481 INR, Train: 1264 INR, Car Rental: 2362 INR, Bus: 814 INR",Local Cuisine: 528 INR per day,Homestay: 3082 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, Trekking",Low,4.6/5,Monsoon,Mizo,Very Safe,Yes,Festival
Mizoram,Chilly,Medium,49581,"Flight: 5164 INR, Bus: 813 INR, Train: 1380 INR",Local Cuisine: 1769 INR per day,3-star: 2453 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Moderate,4.9/5,Winter,Mizo,Very Safe,Yes,Local Traditions
Assam,Pleasant,High,49867,"Bus: 924 INR, Flight: 4134 INR",Local Cuisine: 1666 INR per day,Homestay: 2005 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, Wildlife Safari, River Rafting",Low,4.4/5,Winter,Assamese,Moderately Safe,Yes,Art Exhibitions
Tripura,Rainy,Low,34039,"Bus: 299 INR, Flight: 5968 INR, Car Rental: 2902 INR, Train: 511 INR",Local Cuisine: 742 INR per day,Homestay: 2535 INR per night,"Neermahal, Ujjayanta Palace","Wildlife Safari, Cultural Tours, Trekking",Moderate,3.8/5,Monsoon,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions
Meghalaya,Chilly,Low,48025,"Train: 559 INR, Bus: 678 INR",Local Cuisine: 1648 INR per day,Luxury Resort: 3756 INR per night,"Living Root Bridges, Cherrapunji","Boating, Trekking",Moderate,4.8/5,Monsoon,"Khasi, Garo",Very Safe,Yes,Art Exhibitions
Tripura,Rainy,Low,16667,"Flight: 4079 INR, Car Rental: 2944 INR, Train: 675 INR, Bus: 847 INR",Local Cuisine: 613 INR per day,Luxury Resort: 4856 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,High,4.4/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,No,Local Traditions
Arunachal Pradesh,Rainy,Medium,16127,"Train: 933 INR, Bus: 381 INR, Flight: 5787 INR",Local Cuisine: 1616 INR per day,Luxury Resort: 3298 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Wildlife Safari, Boating",Low,3.8/5,Summer,"Hindi, English",Very Safe,No,Local Traditions
Arunachal Pradesh,Sunny,Low,12078,"Bus: 984 INR, Flight: 3497 INR, Train: 571 INR",Local Cuisine: 509 INR per day,Luxury Resort: 1265 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Cultural Tours, Wildlife Safari",Low,4.9/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Festival
Mizoram,Rainy,Low,35176,"Flight: 5986 INR, Car Rental: 1686 INR, Bus: 834 INR, Train: 1953 INR",Local Cuisine: 1010 INR per day,3-star: 1408 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Boating",Moderate,4.1/5,Monsoon,Mizo,Very Safe,Yes,Local Traditions
Nagaland,Rainy,Medium,22657,"Flight: 5567 INR, Bus: 443 INR, Train: 1945 INR, Car Rental: 2309 INR",Local Cuisine: 1346 INR per day,Homestay: 2874 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Cultural Tours",High,4.3/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,High,44350,"Car Rental: 1215 INR, Bus: 596 INR",Local Cuisine: 1628 INR per day,3-star: 3604 INR per night,"Cherrapunji, Living Root Bridges","Boating, Trekking",High,3.6/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,Medium,8943,"Bus: 701 INR, Flight: 6655 INR, Train: 980 INR",Local Cuisine: 1086 INR per day,Luxury Resort: 4551 INR per night,"Living Root Bridges, Cherrapunji","Cultural Tours, Boating",Moderate,3.7/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Festival
Nagaland,Sunny,Medium,37213,"Flight: 4975 INR, Bus: 873 INR",Local Cuisine: 1399 INR per day,Luxury Resort: 2991 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Boating, Cultural Tours",High,4.2/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Festival
Tripura,Chilly,Medium,40160,"Car Rental: 1916 INR, Flight: 5745 INR, Train: 1768 INR",Local Cuisine: 1360 INR per day,3-star: 4063 INR per night,"Neermahal, Ujjayanta Palace",Trekking,Low,4.2/5,Winter,"Bengali, Kokborok",Moderately Safe,No,Festival
Mizoram,Rainy,High,24579,"Bus: 335 INR, Flight: 4868 INR",Local Cuisine: 671 INR per day,Homestay: 3178 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Wildlife Safari",High,3.6/5,Summer,Mizo,Safe for Solo Travelers,No,Local Traditions
Meghalaya,Pleasant,Low,26683,"Bus: 881 INR, Train: 1950 INR",Local Cuisine: 1856 INR per day,Homestay: 1107 INR per night,"Living Root Bridges, Cherrapunji","Wildlife Safari, Cultural Tours",Low,4.9/5,Monsoon,"Khasi, Garo",Very Safe,No,Festival
Assam,Chilly,Medium,44741,"Flight: 3461 INR, Bus: 848 INR, Car Rental: 1296 INR",Local Cuisine: 1110 INR per day,3-star: 1687 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Trekking",Low,4.0/5,Monsoon,Assamese,Very Safe,Yes,Local Traditions
Mizoram,Pleasant,Medium,46039,"Bus: 503 INR, Car Rental: 2933 INR",Local Cuisine: 1160 INR per day,Luxury Resort: 1481 INR per night,"Vantawng Falls, Phawngpui National Park",Cultural Tours,Low,5.0/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Rainy,Low,37239,"Train: 1779 INR, Bus: 419 INR, Car Rental: 2563 INR, Flight: 3831 INR",Local Cuisine: 983 INR per day,Luxury Resort: 1824 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Low,4.3/5,Winter,Mizo,Very Safe,No,Festival
Manipur,Rainy,High,16429,"Car Rental: 2139 INR, Bus: 553 INR, Train: 714 INR",Local Cuisine: 640 INR per day,3-star: 1067 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Trekking, Cultural Tours",Moderate,4.5/5,Monsoon,Manipuri,Safe for Solo Travelers,Yes,Festival
Arunachal Pradesh,Sunny,Medium,18133,"Train: 1227 INR, Car Rental: 1046 INR, Flight: 3841 INR, Bus: 963 INR",Local Cuisine: 703 INR per day,3-star: 1994 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Boating",High,4.6/5,Monsoon,"Hindi, English",Moderately Safe,No,Art Exhibitions
Meghalaya,Sunny,Low,35551,"Bus: 356 INR, Car Rental: 1303 INR, Flight: 6740 INR",Local Cuisine: 972 INR per day,3-star: 4294 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, River Rafting",Low,4.6/5,Summer,"Khasi, Garo",Moderately Safe,No,Festival
Manipur,Sunny,High,29684,"Bus: 554 INR, Car Rental: 2777 INR",Local Cuisine: 1521 INR per day,Homestay: 2723 INR per night,"Kangla Fort, Loktak Lake","Trekking, Wildlife Safari, Boating",Low,4.7/5,Monsoon,Manipuri,Moderately Safe,No,Local Traditions
Manipur,Rainy,High,9291,"Flight: 6382 INR, Car Rental: 1756 INR, Bus: 590 INR, Train: 1088 INR",Local Cuisine: 1792 INR per day,Homestay: 2602 INR per night,"Kangla Fort, Loktak Lake",Boating,High,3.7/5,Winter,Manipuri,Moderately Safe,No,Local Traditions
Arunachal Pradesh,Sunny,High,22337,"Flight: 6010 INR, Train: 1830 INR, Bus: 913 INR",Local Cuisine: 1931 INR per day,3-star: 3817 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Cultural Tours, Boating",Low,4.3/5,Monsoon,"Hindi, English",Very Safe,Yes,Festival
Manipur,Chilly,Low,15250,"Bus: 467 INR, Train: 1802 INR, Car Rental: 1493 INR",Local Cuisine: 1761 INR per day,Luxury Resort: 2877 INR per night,"Loktak Lake, Kangla Fort","Boating, Cultural Tours, Trekking",Moderate,3.7/5,Summer,Manipuri,Moderately Safe,Yes,Art Exhibitions
Manipur,Pleasant,Low,22128,"Car Rental: 1418 INR, Flight: 3789 INR, Bus: 292 INR, Train: 993 INR",Local Cuisine: 1947 INR per day,Homestay: 4233 INR per night,"Loktak Lake, Kangla Fort",Trekking,High,4.4/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Art Exhibitions
Assam,Rainy,Low,33605,"Bus: 923 INR, Train: 607 INR",Local Cuisine: 1562 INR per day,Luxury Resort: 4616 INR per night,"Kaziranga National Park, Majuli Island",River Rafting,Low,4.5/5,Summer,Assamese,Very Safe,No,Local Traditions
Nagaland,Rainy,Medium,6062,"Train: 1197 INR, Flight: 4399 INR",Local Cuisine: 1520 INR per day,Luxury Resort: 1253 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Wildlife Safari, Cultural Tours",High,3.8/5,Summer,"English, Nagamese",Very Safe,No,Festival
Tripura,Pleasant,Medium,24829,"Train: 935 INR, Car Rental: 2164 INR",Local Cuisine: 748 INR per day,3-star: 3975 INR per night,"Ujjayanta Palace, Neermahal",Wildlife Safari,High,4.3/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Local Traditions
Arunachal Pradesh,Chilly,Low,26745,"Bus: 687 INR, Car Rental: 2327 INR, Flight: 3355 INR",Local Cuisine: 506 INR per day,3-star: 2052 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Cultural Tours",Low,3.8/5,Monsoon,"Hindi, English",Moderately Safe,No,Local Traditions
Arunachal Pradesh,Sunny,Low,42753,"Flight: 4814 INR, Car Rental: 1938 INR, Train: 922 INR, Bus: 671 INR",Local Cuisine: 1235 INR per day,3-star: 4769 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Boating, Cultural Tours",Moderate,4.8/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Manipur,Rainy,High,30631,"Train: 884 INR, Bus: 665 INR",Local Cuisine: 1034 INR per day,Homestay: 1708 INR per night,"Kangla Fort, Loktak Lake",Boating,Low,4.6/5,Winter,Manipuri,Moderately Safe,No,Local Traditions
Mizoram,Chilly,High,9901,"Flight: 3584 INR, Car Rental: 1287 INR, Train: 840 INR",Local Cuisine: 1632 INR per day,3-star: 4914 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Wildlife Safari",Moderate,4.0/5,Monsoon,Mizo,Moderately Safe,No,Festival
Assam,Rainy,High,16648,"Flight: 3846 INR, Bus: 842 INR, Car Rental: 1994 INR, Train: 1374 INR",Local Cuisine: 990 INR per day,Homestay: 4529 INR per night,"Kaziranga National Park, Majuli Island","Boating, Cultural Tours, Trekking",High,3.9/5,Winter,Assamese,Safe for Solo Travelers,No,Festival
Assam,Pleasant,Low,29935,"Bus: 502 INR, Train: 1290 INR, Flight: 4976 INR",Local Cuisine: 516 INR per day,Homestay: 4283 INR per night,"Kaziranga National Park, Majuli Island","Boating, Wildlife Safari",High,4.5/5,Winter,Assamese,Very Safe,Yes,Art Exhibitions
Nagaland,Pleasant,Low,33634,"Car Rental: 1432 INR, Flight: 6405 INR",Local Cuisine: 664 INR per day,Homestay: 4545 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,Moderate,4.2/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Nagaland,Pleasant,Low,34834,"Bus: 256 INR, Flight: 4489 INR",Local Cuisine: 1033 INR per day,Homestay: 4170 INR per night,"Kohima War Cemetery, Dzükou Valley",Trekking,Moderate,4.7/5,Monsoon,"English, Nagamese",Very Safe,No,Festival
Assam,Rainy,Low,25145,"Bus: 844 INR, Train: 931 INR",Local Cuisine: 1394 INR per day,Homestay: 1082 INR per night,"Majuli Island, Kaziranga National Park",Boating,High,4.6/5,Winter,Assamese,Very Safe,Yes,Art Exhibitions
Arunachal Pradesh,Sunny,High,40398,"Car Rental: 2291 INR, Bus: 807 INR, Flight: 3916 INR",Local Cuisine: 1719 INR per day,Luxury Resort: 4687 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, River Rafting",Moderate,3.7/5,Winter,"Hindi, English",Very Safe,Yes,Local Traditions
Mizoram,Chilly,High,25105,"Bus: 430 INR, Car Rental: 2079 INR",Local Cuisine: 1276 INR per day,Luxury Resort: 4622 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, Boating",Low,4.2/5,Monsoon,Mizo,Very Safe,No,Festival
Manipur,Rainy,High,5870,"Bus: 528 INR, Train: 1615 INR, Car Rental: 2629 INR",Local Cuisine: 566 INR per day,3-star: 1827 INR per night,"Loktak Lake, Kangla Fort","Boating, Cultural Tours",High,4.6/5,Winter,Manipuri,Very Safe,No,Art Exhibitions
Manipur,Chilly,Medium,39699,"Bus: 222 INR, Flight: 5876 INR, Car Rental: 2519 INR, Train: 1273 INR",Local Cuisine: 1501 INR per day,Luxury Resort: 1646 INR per night,"Loktak Lake, Kangla Fort",Boating,Moderate,4.9/5,Winter,Manipuri,Safe for Solo Travelers,No,Festival
Manipur,Pleasant,High,24376,"Flight: 5204 INR, Train: 1564 INR, Car Rental: 1995 INR",Local Cuisine: 879 INR per day,Luxury Resort: 4447 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, Wildlife Safari",Moderate,3.7/5,Monsoon,Manipuri,Very Safe,No,Art Exhibitions
Assam,Chilly,High,10543,"Bus: 721 INR, Car Rental: 2576 INR, Train: 1034 INR",Local Cuisine: 1239 INR per day,3-star: 2551 INR per night,"Kaziranga National Park, Majuli Island","Boating, Trekking, Wildlife Safari",Low,3.6/5,Winter,Assamese,Moderately Safe,No,Festival
Nagaland,Pleasant,Medium,8249,"Train: 690 INR, Bus: 894 INR",Local Cuisine: 1219 INR per day,3-star: 1900 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, Wildlife Safari, Boating",Moderate,3.9/5,Winter,"English, Nagamese",Moderately Safe,No,Local Traditions
Assam,Chilly,High,32778,"Flight: 6820 INR, Train: 570 INR, Bus: 547 INR",Local Cuisine: 521 INR per day,Homestay: 3761 INR per night,"Majuli Island, Kaziranga National Park",Wildlife Safari,Moderate,4.5/5,Winter,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Chilly,Medium,10668,"Train: 1976 INR, Bus: 523 INR, Car Rental: 1321 INR, Flight: 4478 INR",Local Cuisine: 1548 INR per day,3-star: 4453 INR per night,"Tawang Monastery, Ziro Valley",Wildlife Safari,Low,4.3/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Sunny,High,8404,"Train: 1222 INR, Car Rental: 1379 INR, Bus: 591 INR",Local Cuisine: 1014 INR per day,3-star: 4970 INR per night,"Dzükou Valley, Kohima War Cemetery",Cultural Tours,Low,5.0/5,Winter,"English, Nagamese",Very Safe,No,Art Exhibitions
Meghalaya,Pleasant,Low,29455,"Flight: 4804 INR, Car Rental: 1665 INR, Bus: 276 INR",Local Cuisine: 1082 INR per day,3-star: 1513 INR per night,"Living Root Bridges, Cherrapunji",River Rafting,High,4.9/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Festival
Nagaland,Chilly,Medium,37696,"Flight: 3367 INR, Bus: 535 INR",Local Cuisine: 890 INR per day,3-star: 4347 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,High,4.8/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions
Mizoram,Rainy,High,6732,"Flight: 3788 INR, Bus: 670 INR",Local Cuisine: 1824 INR per day,Homestay: 3896 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Wildlife Safari",Low,3.6/5,Monsoon,Mizo,Moderately Safe,Yes,Local Traditions
Assam,Sunny,High,32815,"Flight: 3055 INR, Train: 1320 INR, Car Rental: 1269 INR",Local Cuisine: 1962 INR per day,3-star: 3973 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Cultural Tours, Boating",Moderate,4.5/5,Summer,Assamese,Safe for Solo Travelers,No,Art Exhibitions
Arunachal Pradesh,Sunny,Medium,37340,"Train: 682 INR, Bus: 659 INR, Car Rental: 1017 INR, Flight: 6544 INR",Local Cuisine: 1667 INR per day,3-star: 3896 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, River Rafting",Low,4.8/5,Summer,"Hindi, English",Moderately Safe,Yes,Art Exhibitions
Nagaland,Chilly,Medium,5522,"Train: 1318 INR, Car Rental: 2021 INR, Bus: 247 INR, Flight: 6131 INR",Local Cuisine: 1829 INR per day,3-star: 3133 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Low,4.9/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions
Arunachal Pradesh,Pleasant,Medium,43459,"Car Rental: 2716 INR, Bus: 266 INR, Flight: 5331 INR",Local Cuisine: 570 INR per day,Homestay: 4545 INR per night,"Ziro Valley, Tawang Monastery","Boating, River Rafting, Wildlife Safari",High,4.4/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Meghalaya,Chilly,High,26605,"Car Rental: 1677 INR, Train: 1640 INR",Local Cuisine: 507 INR per day,Homestay: 2501 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Cultural Tours, Boating",High,4.7/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Festival
Nagaland,Sunny,Medium,20594,"Car Rental: 2306 INR, Train: 1170 INR, Bus: 931 INR",Local Cuisine: 633 INR per day,3-star: 1084 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, Trekking",High,3.7/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Rainy,High,39263,"Car Rental: 1968 INR, Train: 674 INR",Local Cuisine: 1393 INR per day,3-star: 3897 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, Boating",Moderate,4.1/5,Monsoon,"Hindi, English",Very Safe,Yes,Local Traditions
Nagaland,Rainy,High,13642,"Flight: 5880 INR, Car Rental: 1463 INR, Bus: 663 INR",Local Cuisine: 1097 INR per day,3-star: 1836 INR per night,"Dzükou Valley, Kohima War Cemetery",River Rafting,High,3.8/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Mizoram,Rainy,Medium,38855,"Train: 1865 INR, Car Rental: 2444 INR, Flight: 4741 INR, Bus: 843 INR",Local Cuisine: 1415 INR per day,Luxury Resort: 1477 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Wildlife Safari",Low,4.3/5,Summer,Mizo,Moderately Safe,Yes,Festival
Tripura,Pleasant,Low,11034,"Train: 1889 INR, Flight: 4262 INR, Car Rental: 1372 INR, Bus: 636 INR",Local Cuisine: 888 INR per day,Luxury Resort: 1614 INR per night,"Neermahal, Ujjayanta Palace","Boating, Trekking, River Rafting",High,4.4/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions
Tripura,Sunny,High,40929,"Car Rental: 1151 INR, Train: 1458 INR",Local Cuisine: 756 INR per day,Luxury Resort: 3948 INR per night,"Ujjayanta Palace, Neermahal",Wildlife Safari,Moderate,3.6/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Mizoram,Pleasant,High,20555,"Flight: 3192 INR, Car Rental: 2009 INR, Train: 1262 INR, Bus: 218 INR",Local Cuisine: 1554 INR per day,Homestay: 2078 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, River Rafting, Boating",Low,4.5/5,Summer,Mizo,Very Safe,Yes,Festival
Tripura,Sunny,Low,26051,"Flight: 6028 INR, Bus: 866 INR",Local Cuisine: 1169 INR per day,Homestay: 2076 INR per night,"Ujjayanta Palace, Neermahal","Trekking, River Rafting, Wildlife Safari",High,4.2/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions
